mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,param_max_iter,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.07759958505630493,0.016434174884481012,0.0056893229484558105,0.008971241223842335,0.0001,0.1,1000,0.0001,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 1000, 'tol': 0.0001}",-39.02612516343719,-11.507166135268433,-19.851315302151583,-66.99653345031567,-34.34528501279322,21.32878993802534,269
0.10065603256225586,0.016516182807706715,0.0005220770835876465,0.00018128385013715695,0.0001,0.1,1000,0.001,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 1000, 'tol': 0.001}",-39.02612516343719,-11.507166135268433,-19.851315302151583,-66.99653345031567,-34.34528501279322,21.32878993802534,269
0.08229857683181763,0.019156985642882457,0.0006312131881713867,0.00016773662054159018,0.0001,0.1,1000,0.01,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 1000, 'tol': 0.01}",-39.02612516343719,-11.507166135268433,-19.851315302151583,-66.99653345031567,-34.34528501279322,21.32878993802534,269
0.12284195423126221,0.009272948426380906,0.0004012584686279297,0.00013742954418835988,0.0001,0.1,2000,0.0001,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 2000, 'tol': 0.0001}",-45.79446064592887,-11.981154594996255,-20.10235958182741,-65.3605750135714,-35.80963745908099,21.13923945142804,298
0.12848538160324097,0.00701650375322094,0.0003489851951599121,6.85411690395734e-05,0.0001,0.1,2000,0.001,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 2000, 'tol': 0.001}",-45.79446064592887,-11.981154594996255,-20.10235958182741,-65.3605750135714,-35.80963745908099,21.13923945142804,298
0.13931769132614136,0.01499975107623382,0.0004678964614868164,0.0001720256136644456,0.0001,0.1,2000,0.01,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 2000, 'tol': 0.01}",-45.79446064592887,-11.981154594996255,-20.10235958182741,-65.3605750135714,-35.80963745908099,21.13923945142804,298
0.285239577293396,0.024302909052029475,0.0004165172576904297,0.00018917406256427073,0.0001,0.1,5000,0.0001,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 5000, 'tol': 0.0001}",-36.33266990669511,-12.272271435564582,-20.236610836021555,-66.01161228934227,-33.71329111690588,20.56320094350033,261
0.319009006023407,0.013828889838771674,0.0006009936332702637,0.00017311843549941845,0.0001,0.1,5000,0.001,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 5000, 'tol': 0.001}",-36.33266990669511,-12.272271435564582,-20.236610836021555,-66.01161228934227,-33.71329111690588,20.56320094350033,261
0.30647313594818115,0.005100009943323902,0.0004830360412597656,0.0001850189620895122,0.0001,0.1,5000,0.01,"{'alpha': 0.0001, 'l1_ratio': 0.1, 'max_iter': 5000, 'tol': 0.01}",-36.33266990669511,-12.272271435564582,-20.236610836021555,-66.01161228934227,-33.71329111690588,20.56320094350033,261
0.05226695537567139,0.002320152309446941,0.00034624338150024414,0.00015249811964623396,0.0001,0.3,1000,0.0001,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'max_iter': 1000, 'tol': 0.0001}",-45.42961061164365,-11.660913567909793,-19.977043851762538,-65.27731807357645,-35.58622152622311,21.18088944924317,294
0.06534993648529053,0.0061188942179004864,0.0014100074768066406,0.001750135253509421,0.0001,0.3,1000,0.001,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'max_iter': 1000, 'tol': 0.001}",-45.42961061164365,-11.660913567909793,-19.977043851762538,-65.27731807357645,-35.58622152622311,21.18088944924317,294
0.06542187929153442,0.002540560284552437,0.00034123659133911133,0.00014856819697956492,0.0001,0.3,1000,0.01,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'max_iter': 1000, 'tol': 0.01}",-45.42961061164365,-11.660913567909793,-19.977043851762538,-65.27731807357645,-35.58622152622311,21.18088944924317,294
0.1025083065032959,0.005482227802500056,0.0005390048027038574,0.0002698085935080311,0.0001,0.3,2000,0.0001,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'max_iter': 2000, 'tol': 0.0001}",-46.725599714418976,-12.291370759045972,-20.298877754834827,-64.27234700717119,-35.897048808867744,20.75419258234023,301
0.1265828013420105,0.007060068009940852,0.0005376935005187988,0.0002567626068465103,0.0001,0.3,2000,0.001,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'max_iter': 2000, 'tol': 0.001}",-46.725599714418976,-12.291370759045972,-20.298877754834827,-64.27234700717119,-35.897048808867744,20.75419258234023,301
0.12896466255187988,0.01381281913684561,0.0007705092430114746,0.0003798632537109782,0.0001,0.3,2000,0.01,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'max_iter': 2000, 'tol': 0.01}",-46.725599714418976,-12.291370759045972,-20.298877754834827,-64.27234700717119,-35.897048808867744,20.75419258234023,301
0.24990278482437134,0.010792997140131582,0.0004436373710632324,0.0001441089319116433,0.0001,0.3,5000,0.0001,"{'alpha': 0.0001, 'l1_ratio': 0.3, 'max_iter': 5000, 'tol': 0.0001}",-39.65555725999119,-12.93750123467035,-20.335962038344313,-68.81897612237255,-35.436999163844604,21.601049438632078,287
