mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.24517122904459634,0.009047981086158235,0.0009107589721679688,0.0004352307489362633,0.01,3,2,10,200,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200, 'subsample': 1.0}",-10.261194335922408,-24.35275212584128,-58.33504151654128,-30.982995992768323,20.178268772577542,219
0.05100202560424805,0.005210726698385497,0.0009453296661376953,0.0008053906879958911,0.01,3,4,2,50,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50, 'subsample': 0.6}",-9.52593422537739,-33.45816964704335,-38.57253892206933,-27.185547598163357,12.660585863946505,67
0.04642478624979655,0.0025034576009582855,0.0003655751546223958,4.126470879156484e-06,0.01,3,4,2,50,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50, 'subsample': 0.8}",-9.716447266218127,-32.400824650976624,-37.216655915551875,-26.44464261091554,11.990897862128097,4
0.06308380762736003,0.0026673753023647296,0.0003867149353027344,5.920594702462888e-06,0.01,3,4,2,50,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50, 'subsample': 1.0}",-9.864765784624565,-32.42609785449853,-37.90639112030665,-26.732418253143248,12.135256580692444,35
0.0868531068166097,0.002342697936027474,0.000751654307047526,0.000345732114321032,0.01,3,4,2,100,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.6}",-9.67522672652754,-31.088268866606413,-46.81609281163919,-29.19319613492438,15.22179268640464,138
0.10866228739420573,0.005148055469457266,0.0006722609202067057,0.00028682573124835716,0.01,3,4,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",-9.676903439241809,-30.03171397596526,-45.76541243101576,-28.49134328207428,14.773279408406832,93
0.11808737119038899,0.0050614326236503,0.0007219314575195312,0.0003237503668786845,0.01,3,4,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",-9.768165351831254,-29.739096395133682,-47.44586870655807,-28.984376817841007,15.391112884864429,129
0.1826941967010498,0.012338535535059265,0.0009690125783284506,0.00042576655784049597,0.01,3,4,2,200,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.6}",-10.336545631615719,-27.98309178024867,-55.66468944356498,-31.328108951809792,18.655687430695544,259
0.21582905451456705,0.02209919775624359,0.0013763109842936199,0.001099248698254708,0.01,3,4,2,200,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.8}",-10.174729245355458,-26.435734340679232,-54.413496661254996,-30.3413200824299,18.27032814171908,183
0.2486584186553955,0.0095048084348886,0.0010179678599039714,0.00037987247163757975,0.01,3,4,2,200,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 1.0}",-10.261194335922408,-24.550873950914813,-58.33504151654128,-31.049036601126165,20.156773618444426,230
0.047223567962646484,0.005383622982609401,0.000766754150390625,0.0002620091101024129,0.01,3,4,5,50,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50, 'subsample': 0.6}",-9.52593422537739,-33.45816964704335,-38.57253892206933,-27.185547598163357,12.660585863946505,67
0.05547539393107096,0.00869540205542309,0.0003986358642578125,7.531914233651788e-06,0.01,3,4,5,50,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50, 'subsample': 0.8}",-9.716447266218127,-32.400824650976624,-37.216655915551875,-26.44464261091554,11.990897862128097,4
0.06273261706034343,0.009221457279658011,0.000579675038655599,0.00026260817718343107,0.01,3,4,5,50,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50, 'subsample': 1.0}",-9.864765784624565,-32.42609785449853,-37.90639112030665,-26.732418253143248,12.135256580692444,35
0.08920756975809734,0.005126958747425793,0.0004753271738688151,4.777634418865565e-06,0.01,3,4,5,100,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.6}",-9.67522672652754,-31.088268866606413,-46.81609281163919,-29.19319613492438,15.22179268640464,138
