mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_max_iter,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0020052591959635415,0.0007072574350625016,0.0003769397735595703,0.00015505971631248026,1.0,5000,0.001,"{'alpha': 1.0, 'max_iter': 5000, 'tol': 0.001}",-3.383850161005793,-19.22510019457993,-13.91380900407759,-12.174253119887771,6.583101683462881,13
0.0022656122843424478,0.0009081843305268192,0.0003840923309326172,0.0002025677919993743,1.0,5000,0.01,"{'alpha': 1.0, 'max_iter': 5000, 'tol': 0.01}",-3.3858027698441946,-19.221404251999562,-13.91380900407759,-12.17367200864045,6.580913115344863,10
0.0007266998291015625,9.429507550792518e-05,0.00019661585489908853,1.1695208320075451e-05,10.0,1000,0.0001,"{'alpha': 10.0, 'max_iter': 1000, 'tol': 0.0001}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0010515848795572917,0.0006297409745040784,0.00031065940856933594,0.00018241529977842583,10.0,1000,0.001,"{'alpha': 10.0, 'max_iter': 1000, 'tol': 0.001}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0010399023691813152,0.00047346673684680246,0.0002644856770833333,0.00010580939061069951,10.0,1000,0.01,"{'alpha': 10.0, 'max_iter': 1000, 'tol': 0.01}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0019467671712239583,0.000969710183401121,0.00036899248758951825,0.00019337459945094782,10.0,2000,0.0001,"{'alpha': 10.0, 'max_iter': 2000, 'tol': 0.0001}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0012486775716145833,0.0007201904125170308,0.000316619873046875,0.00017093498135159536,10.0,2000,0.001,"{'alpha': 10.0, 'max_iter': 2000, 'tol': 0.001}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0007266203562418619,0.00010904747907517763,0.00019637743631998697,1.4907464707455908e-05,10.0,2000,0.01,"{'alpha': 10.0, 'max_iter': 2000, 'tol': 0.01}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0006380081176757812,2.2493206162611972e-05,0.0001876354217529297,7.779414713233484e-06,10.0,5000,0.0001,"{'alpha': 10.0, 'max_iter': 5000, 'tol': 0.0001}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0012332598368326824,0.0007047272851018415,0.00037368138631184894,0.0002626839262627367,10.0,5000,0.001,"{'alpha': 10.0, 'max_iter': 5000, 'tol': 0.001}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
0.0013593037923177083,0.0006593281009984762,0.00022045771280924478,3.616076248825945e-05,10.0,5000,0.01,"{'alpha': 10.0, 'max_iter': 5000, 'tol': 0.01}",-3.560413700456119,-19.05873891572105,-13.521501510148621,-12.046884708775265,6.412508201564535,1
