YEAR;REP;var;Variety;FAO cicle;Sowing date;Flowering date;Harvest date;Fresh Total;Fresh Ear Percentage;Fresh Foliage Percentage;Dry Total;Dry Ear Percentage;Dry Foliage Percentage
2015;A;6;ZOOM;350;14/05/2015;31/07/2015;07/10/2015;63,78;43,84;56,16;28,33;61,45;38,55
2015;A;7;TORQUAZ;400;14/05/2015;31/07/2015;07/10/2015;59,23;42,63;57,37;26,49;61,26;38,74
2015;A;8;PINCKI;350;14/05/2015;04/08/2015;07/10/2015;61,64;33,87;66,13;27,04;49,00;51,00
2015;A;9;LSB 4148;350;14/05/2015;04/08/2015;07/10/2015;64,96;44,48;55,52;29,29;60,43;39,57
2015;A;10;COURTNEY;400;14/05/2015;04/08/2015;07/10/2015;67,04;42,33;57,67;31,43;56,49;43,51
2015;A;11;LBS 4324;300;14/05/2015;27/07/2015;29/09/2015;65,25;40,63;59,38;27,50;58,67;41,33
2015;A;12;ROBERI;300;14/05/2015;31/07/2015;29/09/2015;74,93;38,90;61,10;31,31;58,53;41,47
2015;A;13;ANJOU 387;300;14/05/2015;04/08/2015;29/09/2015;54,07;41,43;58,57;23,82;55,77;44,23
2015;A;15;SY SENKO;300;14/05/2015;04/08/2015;29/09/2015;71,82;40,72;59,28;30,06;58,31;41,69
2015;A;16;LG 30. 369;300;14/05/2015;31/07/2015;29/09/2015;65,00;41,43;58,57;29,04;58,97;41,03
2015;A;18;SY SAVIO;300;14/05/2015;04/08/2015;29/09/2015;71,95;41,28;58,72;29,55;57,16;42,84
2015;B;1;PENELOPE;260;14/05/2015;24/07/2015;21/09/2015;55,02;37,07;62,93;23,03;56,01;43,99
2015;B;2;BELUGI;240;14/05/2015;22/07/2015;21/09/2015;58,02;37,22;62,78;24,69;57,23;42,77
2015;B;3;ES METRONOM;250;14/05/2015;24/07/2015;21/09/2015;57,30;44,27;55,73;25,66;63,20;36,80
2015;B;4;AMADEO;200;14/05/2015;22/07/2015;21/09/2015;48,47;42,31;57,69;21,67;62,20;37,80
2015;B;5;CODIGREEN;210;14/05/2015;27/07/2015;21/09/2015;56,95;37,94;62,06;24,57;56,55;43,45
2015;B;6;ZOOM;350;14/05/2015;31/07/2015;07/10/2015;78,18;40,42;59,58;22,65;41,11;58,89
2015;B;7;TORQUAZ;400;14/05/2015;31/07/2015;07/10/2015;71,24;41,33;58,67;29,57;62,22;37,78
2015;B;8;PINCKI;350;14/05/2015;04/08/2015;07/10/2015;61,00;42,27;57,73;26,42;59,98;40,02
2015;B;9;LSB 4148;350;14/05/2015;04/08/2015;07/10/2015;69,54;40,62;59,38;30,17;57,66;42,34
2015;B;10;COURTNEY;400;14/05/2015;04/08/2015;07/10/2015;74,57;36,21;63,79;29,85;57,66;42,34
2015;B;11;LBS 4324;300;14/05/2015;27/07/2015;29/09/2015;68,75;40,33;59,67;30,75;57,89;42,11
2015;B;12;ROBERI;300;14/05/2015;31/07/2015;29/09/2015;73,07;38,18;61,82;28,42;58,67;41,33
2015;B;13;ANJOU 387;300;14/05/2015;04/08/2015;29/09/2015;57,18;41,51;58,49;27,02;54,48;45,52
2015;B;15;SY SENKO;300;14/05/2015;04/08/2015;29/09/2015;76,96;37,47;62,53;27,69;60,14;39,86
2015;B;16;LG 30. 369;300;14/05/2015;31/07/2015;29/09/2015;69,39;38,88;61,12;27,74;62,49;37,51
2015;B;18;SY SAVIO;300;14/05/2015;04/08/2015;29/09/2015;80,67;39,40;60,60;30,36;60,23;39,77
2015;C;1;PENELOPE;260;14/05/2015;24/07/2015;21/09/2015;60,48;38,00;62,00;27,71;52,77;47,23
2015;C;2;BELUGI;240;14/05/2015;22/07/2015;21/09/2015;62,57;38,50;61,50;26,95;56,41;43,59
2015;C;3;ES METRONOM;250;14/05/2015;24/07/2015;21/09/2015;61,86;29,34;70,66;26,09;45,55;54,45
2015;C;4;AMADEO;200;14/05/2015;22/07/2015;21/09/2015;50,11;38,01;61,99;21,38;58,44;41,56
2015;C;5;CODIGREEN;210;14/05/2015;27/07/2015;21/09/2015;53,75;40,06;59,94;23,38;57,29;42,71
2015;C;6;ZOOM;350;14/05/2015;31/07/2015;07/10/2015;56,76;46,83;53,17;27,07;60,75;39,25
2015;C;7;TORQUAZ;400;14/05/2015;31/07/2015;07/10/2015;66,91;43,84;56,16;30,06;61,96;38,04
2015;C;8;PINCKI;350;14/05/2015;04/08/2015;07/10/2015;64,91;43,40;56,60;29,63;61,10;38,90
2015;C;9;LSB 4148;350;14/05/2015;04/08/2015;07/10/2015;61,23;42,39;57,61;26,39;58,75;41,25
2015;C;10;COURTNEY;400;14/05/2015;04/08/2015;07/10/2015;93,22;39,38;60,62;39,82;57,28;42,72
2015;C;11;LBS 4324;300;14/05/2015;27/07/2015;29/09/2015;71,81;36,44;63,56;28,15;56,49;43,51
2015;C;12;ROBERI;300;14/05/2015;31/07/2015;29/09/2015;73,17;37,09;62,91;29,42;58,70;41,30
2015;C;13;ANJOU 387;300;14/05/2015;04/08/2015;29/09/2015;60,64;42,24;57,76;26,44;60,87;39,13
2015;C;15;SY SENKO;300;14/05/2015;04/08/2015;29/09/2015;70,76;37,28;62,72;26,14;58,02;41,98
2015;C;16;LG 30. 369;300;14/05/2015;31/07/2015;29/09/2015;64,86;41,10;58,90;27,62;62,11;37,89
2015;C;18;SY SAVIO;300;14/05/2015;04/08/2015;29/09/2015;74,92;38,54;61,46;28,75;57,14;42,86
2015;D;1;PENELOPE;260;14/05/2015;24/07/2015;21/09/2015;55,01;36,16;63,84;24,61;51,28;48,72
2015;D;2;BELUGI;240;14/05/2015;22/07/2015;21/09/2015;62,67;35,62;64,38;26,54;53,08;46,92
2015;D;3;ES METRONOM;250;14/05/2015;24/07/2015;21/09/2015;56,75;33,52;66,48;23,32;54,22;45,78
2015;D;4;AMADEO;200;14/05/2015;22/07/2015;21/09/2015;64,24;36,52;63,48;27,75;53,71;46,29
2015;D;5;CODIGREEN;200;14/05/2015;27/07/2015;21/09/2015;63,87;35,22;64,78;26,95;52,45;47,55
2015;D;6;ZOOM;350;14/05/2015;31/07/2015;07/10/2015;68,16;43,21;56,79;28,83;64,42;35,58
2015;D;7;TORQUAZ;400;14/05/2015;31/07/2015;07/10/2015;55,46;44,86;55,14;25,26;62,59;37,41
2015;D;8;PINCKI;350;14/05/2015;04/08/2015;07/10/2015;62,10;45,85;54,15;28,95;61,17;38,83
2015;D;9;LSB 4148;350;14/05/2015;04/08/2015;07/10/2015;61,41;45,18;54,82;29,45;60,83;39,17
2015;D;10;COURTNEY;400;14/05/2015;04/08/2015;07/10/2015;70,05;43,69;56,31;30,61;62,16;37,84
2015;D;11;LBS 4324;300;14/05/2015;27/07/2015;29/09/2015;63,38;38,86;61,14;28,12;57,65;42,35
2015;D;12;ROBERI;300;14/05/2015;31/07/2015;29/09/2015;73,79;35,53;64,47;28,77;55,68;44,32
2015;D;13;ANJOU 387;300;14/05/2015;04/08/2015;29/09/2015;63,94;39,73;60,27;28,47;57,10;42,90
2015;D;15;SY SENKO;300;14/05/2015;04/08/2015;29/09/2015;69,13;39,11;60,89;26,59;59,52;40,48
2015;D;16;LG 30. 369;300;14/05/2015;31/07/2015;29/09/2015;53,83;41,20;58,80;22,41;61,77;38,23
2015;D;18;SY SAVIO;300;14/05/2015;04/08/2015;29/09/2015;63,99;39,80;60,20;25,77;54,55;45,45
2016;A;1;DADIDOR;250;11/05/2016;03/08/2016;19/09/2016;42,30;43,41;56,59;21,63;55,04;44,96
2016;A;2;TANDORI;300;11/05/2016;03/08/2016;19/09/2016;42,28;45,32;54,68;19,13;59,16;40,84
2016;A;3;ITEA;300;11/05/2016;03/08/2016;19/09/2016;39,16;55,27;44,73;20,88;65,86;34,14
2016;A;4;ES METRONOM;250;11/05/2016;27/07/2016;19/09/2016;41,12;40,63;59,38;20,86;54,11;45,89
2016;A;5;SIMPATICO;260;11/05/2016;03/08/2016;19/09/2016;38,92;47,93;52,07;19,36;60,59;39,41
2016;A;6;MEGASIL;400;11/05/2016;10/08/2016;04/10/2016;33,28;51,64;48,36;18,48;63,80;36,20
2016;A;7;ZOOM;350;11/05/2016;10/08/2016;13/10/2016;42,99;42,81;57,19;21,07;58,89;41,11
2016;A;8;PARADISIO;350;11/05/2016;10/08/2016;13/10/2016;55,82;40,46;59,54;26,13;58,91;41,09
2016;A;9;LG 30.444;400;11/05/2016;10/08/2016;13/10/2016;39,51;40,35;59,65;18,65;57,21;42,79
2016;A;10;COURTNEY;400;11/05/2016;10/08/2016;13/10/2016;47,56;41,86;58,14;21,65;61,81;38,19
2016;A;11;AAPHOTHEOZ;400;11/05/2016;10/08/2016;13/10/2016;44,45;42,28;57,72;20,74;61,16;38,84
2016;A;12;ROBERI;300;11/05/2016;03/08/2016;26/09/2016;42,04;43,64;56,36;18,74;59,45;40,55
2016;A;13;CHAMBERI;200;11/05/2016;03/08/2016;26/09/2016;44,85;47,43;52,57;24,20;58,56;41,44
2016;A;14;EXTASIA;300;11/05/2016;03/08/2016;26/09/2016;45,05;47,67;52,33;22,29;62,46;37,54
2016;A;15;Anjou-387;300;11/05/2016;03/08/2016;26/09/2016;33,95;54,76;45,24;20,14;62,10;37,90
2016;A;16;LG 30.689;300;11/05/2016;10/08/2016;26/09/2016;48,28;45,19;54,81;23,34;62,63;37,37
2016;A;17;LG 30.389;300;11/05/2016;03/08/2016;26/09/2016;45,20;48,39;51,61;22,67;60,97;39,03
2016;A;18;SENKO;300;11/05/2016;10/08/2016;04/10/2016;42,70;52,07;47,93;23,78;60,01;39,99
2016;A;19;SY SAVIO;300;11/05/2016;10/08/2016;04/10/2016;47,89;48,80;51,20;26,07;58,02;41,98
2016;B;1;DADIDOR;250;11/05/2016;03/08/2016;19/09/2016;33,91;49,49;50,51;18,94;60,16;39,84
2016;B;2;TANDORI;300;11/05/2016;03/08/2016;19/09/2016;40,64;46,15;53,85;19,03;59,25;40,75
2016;B;3;ITEA;300;11/05/2016;03/08/2016;19/09/2016;35,26;46,54;53,46;16,77;63,22;36,78
2016;B;4;ES METRONOM;250;11/05/2016;27/07/2016;19/09/2016;37,64;43,87;56,13;18,78;57,74;42,26
2016;B;5;SIMPATICO;260;11/05/2016;03/08/2016;19/09/2016;36,52;48,78;51,22;18,46;60,17;39,83
2016;B;6;MEGASIL;400;11/05/2016;10/08/2016;04/10/2016;40,63;43,34;56,66;21,62;53,71;46,29
2016;B;7;ZOOM;350;11/05/2016;10/08/2016;13/10/2016;45,71;43,53;56,47;22,95;59,44;40,56
2016;B;8;PARADISIO;350;11/05/2016;10/08/2016;13/10/2016;49,95;42,62;57,38;25,06;60,89;39,11
2016;B;9;LG 30.444;400;11/05/2016;10/08/2016;13/10/2016;37,29;47,34;52,66;23,25;55,81;44,19
2016;B;10;COURTNEY;400;11/05/2016;10/08/2016;13/10/2016;40,11;43,68;56,32;20,90;59,68;40,32
2016;B;11;AAPHOTHEOZ;400;11/05/2016;10/08/2016;13/10/2016;43,62;49,76;50,24;24,56;61,96;38,04
2016;B;12;ROBERI;300;11/05/2016;03/08/2016;26/09/2016;45,61;44,70;55,30;21,64;59,36;40,64
2016;B;13;CHAMBERI;200;11/05/2016;03/08/2016;26/09/2016;40,85;44,06;55,94;19,39;60,59;39,41
2016;B;14;EXTASIA;300;11/05/2016;03/08/2016;04/10/2016;43,05;47,54;52,46;21,36;63,44;36,56
2016;B;15;Anjou-387;300;11/05/2016;03/08/2016;26/09/2016;35,07;45,82;54,18;17,71;59,48;40,52
2016;B;16;LG 30.689;300;11/05/2016;10/08/2016;26/09/2016;43,51;45,26;54,74;20,91;61,57;38,43
2016;B;17;LG 30.389;300;11/05/2016;03/08/2016;26/09/2016;43,87;45,10;54,90;21,27;58,00;42,00
2016;B;18;SENKO;300;11/05/2016;10/08/2016;04/10/2016;50,94;49,48;50,52;26,05;60,06;39,94
2016;B;19;SY SAVIO;300;11/05/2016;10/08/2016;04/10/2016;44,78;49,61;50,39;24,22;59,16;40,84
2016;C;1;DADIDOR;250;11/05/2016;03/08/2016;19/09/2016;32,88;48,76;51,24;17,65;61,30;38,70
2016;C;2;TANDORI;300;11/05/2016;03/08/2016;19/09/2016;34,99;46,70;53,30;16,74;59,30;40,70
2016;C;3;ITEA;300;11/05/2016;03/08/2016;19/09/2016;40,76;51,38;48,62;18,87;67,06;32,94
2016;C;4;ES METRONOM;250;11/05/2016;27/07/2016;19/09/2016;38,52;42,47;57,53;20,01;55,83;44,17
2016;C;5;SIMPATICO;260;11/05/2016;03/08/2016;19/09/2016;24,29;55,84;44,16;16,10;59,86;40,14
2016;C;6;MEGASIL;400;11/05/2016;10/08/2016;04/10/2016;25,01;45,12;54,88;16,99;48,13;51,87
2016;C;7;ZOOM;350;11/05/2016;10/08/2016;13/10/2016;36,98;48,11;51,89;21,39;58,34;41,66
2016;C;8;PARADISIO;350;11/05/2016;10/08/2016;13/10/2016;40,65;42,15;57,85;21,62;57,06;42,94
2016;C;9;LG 30.444;400;11/05/2016;10/08/2016;13/10/2016;23,60;46,96;53,04;14,90;58,46;41,54
2016;C;10;COURTNEY;400;11/05/2016;10/08/2016;13/10/2016;56,36;40,00;60,00;28,47;52,41;47,59
2016;C;11;AAPHOTHEOZ;400;11/05/2016;10/08/2016;13/10/2016;57,39;43,04;56,96;27,54;59,92;40,08
2016;C;12;ROBERI;300;11/05/2016;03/08/2016;26/09/2016;42,89;46,58;53,42;20,78;63,10;36,90
2016;C;13;CHAMBERI;200;11/05/2016;03/08/2016;26/09/2016;48,70;41,69;58,31;22,91;58,85;41,15
2016;C;14;EXTASIA;300;11/05/2016;03/08/2016;04/10/2016;55,46;45,45;54,55;29,28;59,81;40,19
2016;C;15;Anjou-387;300;11/05/2016;03/08/2016;26/09/2016;43,19;43,84;56,16;21,37;59,35;40,65
2016;C;16;LG 30.689;300;11/05/2016;10/08/2016;26/09/2016;46,93;43,73;56,27;22,27;58,53;41,47
2016;C;17;LG 30.389;300;11/05/2016;03/08/2016;26/09/2016;42,11;45,94;54,06;21,40;60,68;39,32
2016;C;18;SENKO;300;11/05/2016;10/08/2016;04/10/2016;54,52;44,04;55,96;24,70;62,61;37,39
2016;C;19;SY SAVIO;300;11/05/2016;10/08/2016;04/10/2016;52,87;45,76;54,24;27,92;57,31;42,69
2016;D;1;DADIDOR;250;11/05/2016;03/08/2016;19/09/2016;42,15;43,38;56,62;19,93;57,89;42,11
2016;D;2;TANDORI;300;11/05/2016;03/08/2016;19/09/2016;43,02;44,21;55,79;19,44;58,93;41,07
2016;D;3;ITEA;300;11/05/2016;03/08/2016;19/09/2016;53,33;48,99;51,01;24,54;66,11;33,89
2016;D;4;ES METRONOM;250;11/05/2016;27/07/2016;19/09/2016;33,82;48,47;51,53;17,81;61,81;38,19
2016;D;5;SIMPATICO;260;11/05/2016;03/08/2016;19/09/2016;40,99;48,80;51,20;21,60;59,85;40,15
2016;D;6;MEGASIL;400;11/05/2016;10/08/2016;04/10/2016;24,55;47,35;52,65;14,83;54,29;45,71
2016;D;7;ZOOM;350;11/05/2016;10/08/2016;13/10/2016;No data;No data;No data;No data;No data;No data
2016;D;8;PARADISIO;350;11/05/2016;10/08/2016;13/10/2016;No data;No data;No data;No data;No data;No data
2016;D;9;LG 30.444;400;11/05/2016;10/08/2016;13/10/2016;No data;No data;No data;No data;No data;No data
2016;D;10;COURTNEY;400;11/05/2016;10/08/2016;13/10/2016;No data;No data;No data;No data;No data;No data
2016;D;11;AAPHOTHEOZ;400;11/05/2016;10/08/2016;13/10/2016;No data;No data;No data;No data;No data;No data
2016;D;12;ROBERI;300;11/05/2016;03/08/2016;26/09/2016;55,02;42,03;57,97;23,78;60,92;39,08
2016;D;13;CHAMBERI;200;11/05/2016;03/08/2016;26/09/2016;33,33;48,13;51,87;17,15;61,93;38,07
2016;D;14;EXTASIA;300;11/05/2016;03/08/2016;04/10/2016;36,56;47,30;52,70;21,56;54,84;45,16
2016;D;15;Anjou-387;300;11/05/2016;03/08/2016;26/09/2016;41,53;42,14;57,86;18,94;60,84;39,16
2016;D;16;LG 30.689;300;11/05/2016;10/08/2016;26/09/2016;51,65;43,46;56,54;23,25;63,17;36,83
2016;D;17;LG 30.389;300;11/05/2016;03/08/2016;26/09/2016;54,56;44,14;55,86;25,75;58,57;41,43
2016;D;18;SENKO;300;11/05/2016;10/08/2016;04/10/2016;41,21;49,34;50,66;20,49;67,67;32,33
2016;D;19;SY SAVIO;300;11/05/2016;10/08/2016;04/10/2016;50,91;46,27;53,73;25,12;59,34;40,66
2017;A;1;MISTERI;200;08/05/2017;31/07/2017;06/09/2017;No data;34,07;65,93;No data;53,37;46,63
2017;A;2;ES METRONOM;250;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;A;3;SIMPATICO KWS;260;08/05/2017;07/08/2017;06/09/2017;54,31;37,35;62,65;22,11;53,12;46,88
2017;A;4;DARIDOR;250;08/05/2017;31/07/2017;06/09/2017;44,70;39,86;60,14;17,53;57,88;42,12
2017;A;5;ITEA;300;08/05/2017;07/08/2017;06/09/2017;64,88;34,90;65,10;20,93;55,93;44,07
2017;A;6;CHAMBERI;200;08/05/2017;11/08/2017;18/09/2017;62,41;33,84;66,16;22,61;57,21;42,79
2017;A;7;ROBERI;300;08/05/2017;11/08/2017;18/09/2017;70,20;34,06;65,94;24,60;57,15;42,85
2017;A;8;DEBUSSY;350;08/05/2017;11/08/2017;26/09/2017;65,46;37,96;62,04;24,90;61,78;38,22
2017;A;9;ANJOU387;300;08/05/2017;11/08/2017;18/09/2017;63,52;35,43;64,57;25,08;54,86;45,14
2017;A;10;EXTASIA;300;08/05/2017;11/08/2017;26/09/2017;65,37;37,72;62,28;26,34;59,00;41,00
2017;A;11;SY ZEPHIR;300;08/05/2017;11/08/2017;18/09/2017;58,22;40,48;59,52;22,22;59,76;40,24
2017;A;12;KREON;300;08/05/2017;11/08/2017;18/09/2017;56,27;39,04;60,96;21,06;62,59;37,41
2017;A;13;LG 30.369;300;08/05/2017;11/08/2017;18/09/2017;57,26;35,45;64,55;20,39;59,33;40,67
2017;A;14;LG 30.444;400;08/05/2017;18/08/2017;26/09/2017;65,07;38,46;61,54;24,66;60,70;39,30
2017;A;15;AAPOTHEOZ;400;08/05/2017;18/08/2017;26/09/2017;68,91;36,55;63,45;24,45;61,26;38,74
2017;A;16;SY GIBRA;400;08/05/2017;18/08/2017;26/09/2017;57,43;45,27;54,73;26,05;60,42;39,58
2017;A;17;MADISSON;260;08/05/2017;31/07/2017;06/09/2017;54,62;36,25;63,75;20,27;57,68;42,32
2017;B;1;MISTERI;200;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;B;2;ES METRONOM;250;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;B;3;SIMPATICO KWS;260;08/05/2017;07/08/2017;06/09/2017;59,84;34,03;65,97;20,39;55,20;44,80
2017;B;4;DARIDOR;250;08/05/2017;31/07/2017;06/09/2017;49,97;39,55;60,45;19,23;59,64;40,36
2017;B;5;ITEA;300;08/05/2017;07/08/2017;06/09/2017;64,30;40,40;59,60;22,61;60,28;39,72
2017;B;6;CHAMBERI;200;08/05/2017;11/08/2017;18/09/2017;55,22;39,02;60,98;22,73;58,90;41,10
2017;B;7;ROBERI;300;08/05/2017;11/08/2017;18/09/2017;67,17;35,68;64,32;23,93;58,22;41,78
2017;B;8;DEBUSSY;350;08/05/2017;11/08/2017;26/09/2017;64,37;37,64;62,36;24,99;60,86;39,14
2017;B;9;ANJOU387;300;08/05/2017;11/08/2017;18/09/2017;52,55;40,86;59,14;21,45;61,07;38,93
2017;B;10;EXTASIA;300;08/05/2017;11/08/2017;26/09/2017;59,17;43,12;56,88;25,70;62,77;37,23
2017;B;11;SY ZEPHIR;300;08/05/2017;11/08/2017;18/09/2017;65,68;42,55;57,45;25,86;62,83;37,17
2017;B;12;KREON;300;08/05/2017;11/08/2017;18/09/2017;58,61;44,64;55,36;25,83;61,52;38,48
2017;B;13;LG 30.369;300;08/05/2017;11/08/2017;18/09/2017;60,34;36,46;63,54;21,42;60,50;39,50
2017;B;14;LG 30.444;400;08/05/2017;18/08/2017;26/09/2017;59,59;42,14;57,86;25,94;58,53;41,47
2017;B;15;AAPOTHEOZ;400;08/05/2017;18/08/2017;26/09/2017;63,26;40,07;59,93;25,86;60,22;39,78
2017;B;16;SY GIBRA;400;08/05/2017;18/08/2017;26/09/2017;61,57;43,16;56,84;26,02;59,74;40,26
2017;B;17;MADISSON;260;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;C;1;MISTERI;200;08/05/2017;31/07/2017;06/09/2017;70,71;35,62;64,38;24,90;57,65;42,35
2017;C;2;ES METRONOM;250;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;C;3;SIMPATICO KWS;260;08/05/2017;07/08/2017;06/09/2017;53,69;37,26;62,74;20,24;56,84;43,16
2017;C;4;DARIDOR;250;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;C;5;ITEA;300;08/05/2017;07/08/2017;06/09/2017;69,90;34,33;65,67;21,54;56,18;43,82
2017;C;6;CHAMBERI;200;08/05/2017;11/08/2017;18/09/2017;56,28;41,03;58,97;22,89;62,16;37,84
2017;C;7;ROBERI;300;08/05/2017;11/08/2017;18/09/2017;66,21;38,75;61,25;24,81;60,39;39,61
2017;C;8;DEBUSSY;350;08/05/2017;11/08/2017;26/09/2017;64,49;39,36;60,64;26,53;59,27;40,73
2017;C;9;ANJOU387;300;08/05/2017;11/08/2017;18/09/2017;56,50;39,25;60,75;23,41;59,09;40,91
2017;C;10;EXTASIA;300;08/05/2017;11/08/2017;26/09/2017;59,50;41,05;58,95;26,03;58,41;41,59
2017;C;11;SY ZEPHIR;300;08/05/2017;11/08/2017;18/09/2017;56,63;44,84;55,16;22,72;66,50;33,50
2017;C;12;KREON;300;08/05/2017;11/08/2017;18/09/2017;62,83;39,84;60,16;23,89;60,66;39,34
2017;C;13;LG 30.369;300;08/05/2017;11/08/2017;18/09/2017;58,27;36,34;63,66;20,31;60,54;39,46
2017;C;14;LG 30.444;400;08/05/2017;18/08/2017;26/09/2017;59,41;40,17;59,83;24,42;59,25;40,75
2017;C;15;AAPOTHEOZ;400;08/05/2017;18/08/2017;26/09/2017;70,64;39,68;60,32;28,80;58,57;41,43
2017;C;16;SY GIBRA;400;08/05/2017;18/08/2017;26/09/2017;63,83;34,97;65,03;25,99;51,28;48,72
2017;C;17;MADISSON;260;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;D;1;MISTERI;200;08/05/2017;31/07/2017;06/09/2017;65,95;33,59;66,41;21,52;55,63;44,37
2017;D;2;ES METRONOM;250;08/05/2017;31/07/2017;Eliminated;No data;No data;No data;No data;No data;No data
2017;D;3;SIMPATICO KWS;260;08/05/2017;07/08/2017;06/09/2017;54,94;39,36;60,64;18,06;68,45;31,55
2017;D;4;DARIDOR;250;08/05/2017;31/07/2017;06/09/2017;47,81;37,76;62,24;17,33;59,42;40,58
2017;D;5;ITEA;300;08/05/2017;07/08/2017;06/09/2017;63,84;38,93;61,07;21,35;61,78;38,22
2017;D;6;CHAMBERI;200;08/05/2017;11/08/2017;18/09/2017;56,59;40,73;59,27;23,63;61,10;38,90
2017;D;7;ROBERI;300;08/05/2017;11/08/2017;18/09/2017;66,40;37,30;62,70;24,21;58,45;41,55
2017;D;8;DEBUSSY;350;08/05/2017;11/08/2017;26/09/2017;67,29;40,78;59,22;27,04;62,02;37,98
2017;D;9;ANJOU387;300;08/05/2017;11/08/2017;18/09/2017;56,18;38,48;61,52;23,05;58,22;41,78
2017;D;10;EXTASIA;300;08/05/2017;11/08/2017;26/09/2017;61,32;42,77;57,23;28,08;59,75;40,25
2017;D;11;SY ZEPHIR;300;08/05/2017;11/08/2017;18/09/2017;57,58;45,00;55,00;25,38;60,61;39,39
2017;D;12;KREON;300;08/05/2017;11/08/2017;18/09/2017;65,81;41,47;58,53;27,23;58,23;41,77
2017;D;13;LG 30.369;300;08/05/2017;11/08/2017;18/09/2017;54,70;39,81;60,19;20,21;63,73;36,27
2017;D;14;LG 30.444;400;08/05/2017;18/08/2017;26/09/2017;52,41;42,11;57,89;23,24;60,52;39,48
2017;D;15;AAPOTHEOZ;400;08/05/2017;18/08/2017;26/09/2017;50,91;45,42;54,58;22,37;62,37;37,63
2017;D;16;SY GIBRA;400;08/05/2017;18/08/2017;26/09/2017;59,03;47,38;52,62;27,46;61,73;38,27
2017;D;17;MADISSON;260;08/05/2017;31/07/2017;06/09/2017;49,00;38,13;61,87;18,36;60,42;39,58
2018;A;1;MISTERI;200;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;2;SIMPATICO KWS;260;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;3;KONFLUENS;260;23/05/2018;10/08/2018;19/09/2018;33,01;38,31;61,69;13,87;53,93;46,07
2018;A;4;LG 31.295;200;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;5;DARIDOR;250;23/05/2018;10/08/2018;19/09/2018;20,42;38,19;61,81;9,24;53,29;46,71
2018;A;6;MADISSON;260;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;7;HOTSPOT;300;23/05/2018;17/08/2018;26/09/2018;42,14;37,12;62,88;15,89;58,58;41,42
2018;A;8;QUERZI;300;23/05/2018;21/08/2018;26/09/2018;42,18;35,79;64,21;15,40;57,14;42,86
2018;A;9;ES DEBUSSY;350;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;10;ES HORNET;300;23/05/2018;28/08/2018;26/09/2018;55,39;35,37;64,63;20,45;53,33;46,67
2018;A;11;KENOBIS;350;23/05/2018;21/08/2018;03/10/2018;22,80;42,76;57,24;9,69;60,33;39,67
2018;A;12;LG 30.369;300;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;13;SY GIBRA;400;23/05/2018;28/08/2018;03/10/2018;34,78;41,35;58,65;14,03;56,95;43,05
2018;A;14;ISULEA;400;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;15;NS 5059;400;23/05/2018;07/09/2018;03/10/2018;27,72;33,49;66,51;10,14;53,55;46,45
2018;B;1;MISTERI;200;23/05/2018;21/08/2018;19/09/2018;46,10;34,67;65,33;17,47;53,09;46,91
2018;B;2;SIMPATICO KWS;260;23/05/2018;28/08/2018;19/09/2018;42,72;35,56;64,44;17,14;51,31;48,69
2018;B;3;KONFLUENS;260;23/05/2018;10/08/2018;19/09/2018;37,12;36,91;63,09;13,63;57,44;42,56
2018;B;4;LG 31.295;200;23/05/2018;10/08/2018;19/09/2018;27,33;34,75;65,25;10,96;50,63;49,37
2018;B;5;DARIDOR;250;23/05/2018;10/08/2018;19/09/2018;26,43;40,19;59,81;11,81;55,06;44,94
2018;B;6;MADISSON;260;23/05/2018;10/08/2018;19/09/2018;39,21;37,87;62,13;15,11;57,27;42,73
2018;B;7;HOTSPOT;300;23/05/2018;10/08/2018;26/09/2018;39,98;36,36;63,64;15,52;56,28;43,72
2018;B;8;QUERZI;300;23/05/2018;28/08/2018;26/09/2018;39,84;31,61;68,39;13,93;52,09;47,91
2018;B;9;ES DEBUSSY;350;23/05/2018;28/08/2018;03/10/2018;33,61;36,25;63,75;12,98;55,77;44,23
2018;B;10;ES HORNET;300;23/05/2018;28/08/2018;26/09/2018;34,08;37,78;62,22;13,41;54,43;45,57
2018;B;11;KENOBIS;350;23/05/2018;21/08/2018;26/09/2018;21,78;37,64;62,36;8,71;57,24;42,76
